date,fee,price,share,market_symbol,type,id
2023-02-27,0,286.84,0.0174309,NYSE#APD,Buy,6a6b9528-05a6-4b33-ab63-8202eb4cf2c0
2023-02-27,0,87.97,0.0568323,NYSE#TSM,Buy,3f061728-906d-42cb-bd56-d1dbce6de954
2023-02-27,0,252.67,0.0197883,NASDAQ#MSFT,Buy,9822f814-9db5-4baf-b081-dbaa74b08662
2023-02-27,0,65.28,0.0765837,NYSE#O,Buy,d83676fb-b3cf-474a-a6c3-6ed7edf524c1
2023-02-27,0,312.59,0.0111647,NASDAQ#SEDG,Buy,ee3e5bdc-b022-4806-a7f0-50b5b6e6f4ef
2023-02-27,0,313.69,0.0159392,NASDAQ#SEDG,Buy,e00bd0f2-a352-4eaf-92b1-b06beecc6e54
2023-03-01,0,63.07,0.0305970,NYSE#O,Buy,7ea82c57-55dc-4317-8841-eb5297841059
2023-03-03,0,253.7,0.0197080,NASDAQ#MSFT,Buy,e32f8d3a-ae7d-4b87-9143-dbce2d757b21
2023-03-03,0,351.48,0.0142252,NASDAQ#ODFL,Buy,d2435299-62bc-41e6-84d8-230007df9d42
2023-03-03,0,423.79,0.0117981,NYSE#DE,Buy,08196f43-85af-40f5-b382-9f0ce682c82e
2023-03-06,0,252.16,0.0118972,NYSE#DHR,Buy,ed8050e0-6074-4f05-b397-8b7ad6bc1477
2023-03-06,0,225.01,0.0133325,NASDAQ#ADP,Buy,7035b8f4-3d79-46b7-9b8d-7c0d84e35572
2023-03-06,0,481.52,0.0062301,NYSE#UNH,Buy,27862152-c987-423b-b45d-ac9b4c6f491f
2023-03-06,0,252.35,0.0118880,NYSE#DHR,Buy,a0b89b8c-0856-47fa-a53e-04c189b563e5
2023-03-06,0,81.03,0.0370214,NYSE#ADM,Buy,a32472ac-fe37-4340-b57a-0daed8f04e82
2023-03-06,0,257.79,0.0349110,NASDAQ#MSFT,Buy,6c743aea-5367-4eee-bbd9-0941422bcace
2023-03-06,0,94.8,0.0457767,NASDAQ#GOOGL,Buy,5f9f04be-3e09-4f8f-9bf0-052ceed73d2d
2023-03-06,0,294.84,0.0103782,NYSE#APD,Buy,af3fe6aa-426e-4fac-b808-530c7d02db3f
2023-03-06,0,64.72,0.0772463,NYSE#O,Buy,ea8111b0-6c6a-41f8-b645-db540ba8d569
2023-03-06,0,74.22,0.0404171,NYSE#NEE,Buy,cbaedf78-3013-4349-b7f2-e92a5d376d30
2023-03-06,0,357.41,0.0083936,NASDAQ#ODFL,Buy,4fe92f4a-8929-429c-8e37-044f170d0f09
2023-03-07,0,84.28,0.0366617,NASDAQ#UFPI,Buy,205d081d-c7fe-45ef-bfe8-30a2577101de
2023-03-07,0,179.51,0.0167116,NASDAQ#NXST,Buy,6981a693-787d-4798-a921-4959400f8093
2023-03-07,0,293.39,0.0051125,NYSE#APD,Buy,4b49e916-1fb6-45b1-8940-1d77b9bc8c8c
2023-03-07,0,80.1,0.0624188,NYSE#ADM,Buy,a0bb8174-286d-4eb7-a913-9c5212c19dfe
2023-03-08,0,174.56,0.0207949,NASDAQ#NXST,Buy,53c31996-af12-4500-93d9-13b210b57e58
2023-03-08,0,111.84,0.0268230,NYSE#XOM,Buy,d90c4387-04e0-4b75-87d8-1ad00bbe215e
2023-03-08,0,472.09,0.0063546,NYSE#NOC,Buy,c090c6a3-ef17-483b-8ef1-159996cb60f0
2023-03-08,0,469.97,0.0106388,NYSE#NOC,Buy,6507c05f-4c3c-4b54-bb5f-5fbacc074a69
2023-03-08,0,94.6,0.0422806,NASDAQ#GOOGL,Buy,b30e605a-e361-4f43-a03b-3df4976df11a
2023-03-09,0,471.67,0.0098797,NYSE#UNH,Buy,e68b2934-85d2-4489-90e9-ecec08538f07
2023-03-09,0,248.4,0.0201281,NYSE#DHR,Buy,5b32b27b-c666-49ea-8017-a395b857d74c
2023-03-09,0,0.01,0.0000000,NASDAQ#MSFT,Dividend,0175c358-db39-4c30-9557-8e38d29f4d16
2023-03-10,0,0.06,0.0000000,NYSE#XOM,Dividend,92dcb8a0-3e55-4624-8ac4-cfd04543b8b7
2023-03-10,0.01,0.1,0.0000000,NYSE#CVX,Dividend,376da724-34a6-466b-aeb1-0c57964939d2
2023-03-13,0,295.61,0.0075435,NASDAQ#VRTX,Buy,4f73d13e-448e-4f1d-b451-08089690cd5b
2023-03-14,0,78.99,0.0316487,NYSE#ADM,Buy,d598d835-e1be-4151-8369-ae8fde9aaf50
2023-03-16,0,79.05,0.1302873,NASDAQ#UFPI,Buy,a7d239b6-8191-4653-a8cf-fcd707acf4cc
2023-03-16,0.03,0.230000004,0.0000000,NYSE#O,Dividend,007324f7-7913-4769-863f-75df69581179
