date,exchange_rate,last_update,id
2024-02-23,35.9845,2024-02-26,3f8a6ca4-4075-4bf2-8059-ddbea919c589
2024-02-27,35.8943,2024-02-28,650d70ac-9bcd-47ab-944d-bc1bc05f8cff
2024-02-28,35.9254,2024-02-29,3e1d4502-4bfb-43f8-81ce-dfb1727a0522
2024-02-29,35.9358,2024-03-01,98f57111-c716-4561-a7f4-8f72ca9cd66b
